mu,km,rm,kp,V_birth
0.00833333333333333,0.0538886509413538,0.15820844999008,1.00000470997907,0.279142040322879
0.0133333333333333,0.0961033661432822,0.154292647214462,0.987752363768883,0.351615682654384
0.0183333333333333,0.140271639458071,0.150376844438843,0.975500017558698,0.442905655291133
0.0233333333333333,0.185400745814258,0.146461041663225,0.963247671348513,0.557897241692959
0.0283333333333333,0.231545120674925,0.142545238887607,0.950995325138328,0.702744091366412
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027
0.0383333333333333,0.330261345625684,0.134713633336371,0.926490632717957,1.11502134156717
0.0433333333333333,0.385222101439453,0.130797830560753,0.914238286507772,1.40451431011917
0.0483333333333333,0.445671597966219,0.126882027785135,0.901985940297587,1.76916833229125
0.0533333333333333,0.512977658964737,0.122966225009517,0.889733594087402,2.2284974709276
0.0583333333333333,0.588561684796983,0.119050422233898,0.877481247877217,2.80708222461736
