mu,km,rm,kp,V_birth,prot_conc_demand
0.00833333333333333,0.279459339463851,0.138629436111989,0.117598585258974,0.279142040322879,98.8479943267151
0.0133333333333333,0.279459339463851,0.138629436111989,0.22079909981993,0.351615682654384,90.3753090987109
0.0183333333333333,0.279459339463851,0.138629436111989,0.353256262745033,0.442905655291133,81.9026238707068
0.0233333333333333,0.279459339463851,0.138629436111989,0.517687339867995,0.557897241692959,73.4299386427026
0.0283333333333333,0.279459339463851,0.138629436111989,0.714314248556289,0.702744091366412,64.9572534146985
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027,56.4845681866943
0.0383333333333333,0.279459339463851,0.138629436111989,1.17874552343978,1.11502134156717,48.0118829586902
0.0433333333333333,0.279459339463851,0.138629436111989,1.40944694285558,1.40451431011917,39.539197730686
0.0483333333333333,0.279459339463851,0.138629436111989,1.58622361558441,1.76916833229125,31.0665125026819
0.0533333333333333,0.279459339463851,0.138629436111989,1.63435038550907,2.2284974709276,22.5938272746777
0.0583333333333333,0.279459339463851,0.138629436111989,1.43406382285612,2.80708222461736,14.1211420466736
