mu,km,rm,kp,V_birth,num_lineages,num_generations,mRNA_birth_avg,mRNA_birth_CV,prot_birth_avg,prot_birth_CV,prot_birth_conc_avg,prot_birth_conc_CV,equal_part_prot_birth_conc_avg,equal_part_prot_birth_conc_CV,equal_part_mRNA_birth_avg,equal_part_mRNA_birth_CV
0.00833333333333333,0.0200048811144577,0.138629436111989,0.938742978928143,0.279142040322879,50000,15,0.07188,3.72455910724806,15.73044,0.582523277413287,56.3528158703894,0.582523277413287,56.6725813915439,0.543233298541479,0.07104,3.63259280625696
0.0133333333333333,0.0410817790218952,0.138629436111989,0.938742978928143,0.351615682654384,50000,15,0.1482,2.60881316366617,19.84084,0.509220641052578,56.427631015259,0.509220641052578,56.5069790118825,0.473848017784303,0.14826,2.42893071857328
0.0183333333333333,0.0725260114445553,0.138629436111989,0.938742978928143,0.442905655291133,50000,15,0.26312,1.94390877970044,25.08164,0.45032951275612,56.6297578284775,0.45032951275612,56.5119449277465,0.417230182645361,0.2629,1.75758504205282
0.0233333333333333,0.118548515077123,0.138629436111989,0.938742978928143,0.557897241692959,50000,15,0.42716,1.52599895157888,31.4101,0.394974605357183,56.3008698603437,0.394974605357183,56.4542672848234,0.363217309963835,0.43098,1.3090292030565
0.0283333333333333,0.184911277566449,0.138629436111989,0.938742978928143,0.702744091366412,50000,15,0.6738,1.21310524226292,39.6567,0.346459680393724,56.4312108592642,0.346459680393724,56.4499943683141,0.318255539342059,0.65948,1.01467820810865
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027,50000,15,1.00272,0.995516883537936,50.03416,0.304660404954001,56.5231584436794,0.304660404954001,56.574943495793,0.277949587476473,1.0037,0.788120504979158
0.0383333333333333,0.41283171817271,0.138629436111989,0.938742978928143,1.11502134156717,50000,15,1.48256,0.819100899667921,63.01432,0.266585076132219,56.5140035000881,0.266585076132219,56.479223896726,0.24248338496382,1.46434,0.630664416310021
0.0433333333333333,0.599408115048094,0.138629436111989,0.938742978928143,1.40451431011917,50000,15,2.11596,0.683554079933992,79.32158,0.237023165562802,56.4761636307356,0.237023165562802,56.485376780012,0.211586638255512,2.11622,0.515224648840535
0.0483333333333333,0.858565925253332,0.138629436111989,0.938742978928143,1.76916833229125,50000,15,3.02142,0.577307492324396,100.00948,0.20735162138106,56.5290923280758,0.20735162138106,56.448873844956,0.183932033607313,2.99876,0.424485465058225
0.0533333333333333,1.21634592598593,0.138629436111989,0.938742978928143,2.2284974709276,50000,15,4.21914,0.48689172673122,125.95202,0.181909423197694,56.5188076913424,0.181909423197694,56.4761152489048,0.161091393915225,4.22532,0.352084029523109
0.0583333333333333,1.70765603655206,0.138629436111989,0.938742978928143,2.80708222461736,50000,15,5.8477,0.413035150611203,158.5203,0.159797457729124,56.4715556280537,0.159797457729124,56.5136634077843,0.141287457605236,5.8749,0.298167674658262
