mu,km,rm,kp,V_birth,prot_conc_demand,num_lineages,num_generations,mRNA_birth_avg,mRNA_birth_CV,prot_birth_avg,prot_birth_CV,prot_birth_conc_avg,prot_birth_conc_CV
0.00833333333333333,0.00500122027861442,0.138629436111989,0.938742978928143,0.279142040322879,14.1211420466736,50000,15,0.01724,7.62118457181868,3.89352,1.16104275517722,13.9481677338764,1.16104275517722
0.0133333333333333,0.0164327116087581,0.138629436111989,0.938742978928143,0.351615682654384,22.5938272746777,50000,15,0.05926,4.11099230014621,8.0152,0.800469135861663,22.7953427432258,0.800469135861663
0.0183333333333333,0.0398893062945054,0.138629436111989,0.938742978928143,0.442905655291133,31.0665125026819,50000,15,0.1423,2.65347254912901,13.71372,0.604953769076871,30.9630726909225,0.604953769076871
0.0233333333333333,0.0829839605539859,0.138629436111989,0.938742978928143,0.557897241692959,39.539197730686,50000,15,0.29994,1.83600836014549,22.07808,0.471883416312022,39.5737393018888,0.471883416312022
0.0283333333333333,0.157174585931482,0.138629436111989,0.938742978928143,0.702744091366412,48.0118829586902,50000,15,0.56582,1.3264744925776,33.79636,0.376560929183109,48.0919874179042,0.376560929183109
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027,56.4845681866943,50000,15,0.99572,1.00347536317134,49.9009,0.30454609059515,56.3726157725483,0.30454609059515
0.0383333333333333,0.474756475898617,0.138629436111989,0.938742978928143,1.11502134156717,64.9572534146985,50000,15,1.69128,0.769858804876348,72.33818,0.251310267711669,64.8760497250467,0.251310267711669
0.0433333333333333,0.779230549562522,0.138629436111989,0.938742978928143,1.40451431011917,73.4299386427026,50000,15,2.75282,0.602393673741756,103.12442,0.205628386873067,73.4235452476452,0.205628386873067
0.0483333333333333,1.24492059161733,0.138629436111989,0.938742978928143,1.76916833229125,81.9026238707068,50000,15,4.33944,0.479235159185113,144.86956,0.172185104489924,81.8856845647805,0.172185104489924
0.0533333333333333,1.94615348157748,0.138629436111989,0.938742978928143,2.2284974709276,90.3753090987109,50000,15,6.74074,0.385111864522815,201.4491,0.144044441436278,90.3968268432218,0.144044441436278
0.0583333333333333,2.9883980639661,0.138629436111989,0.938742978928143,2.80708222461736,98.8479943267151,50000,15,10.25172,0.312795041649242,277.45886,0.121252018251684,98.8424412960761,0.121252018251684
