mu,km,rm,kp,V_birth,num_lineages,num_generations,mRNA_birth_avg,mRNA_birth_CV,prot_birth_avg,prot_birth_CV,prot_birth_conc_avg,prot_birth_conc_CV,equal_part_prot_birth_conc_avg,equal_part_prot_birth_conc_CV
0.00833333333333333,0.279459339463851,0.138629436111989,0.372921171524508,0.885197525716027,50000,15,1.0076,0.999184481403115,87.56352,0.175610627737326,98.9197523221394,0.175610627737326,98.7580934879891,0.152150290133683
0.0133333333333333,0.279459339463851,0.138629436111989,0.555864901603504,0.885197525716027,50000,15,1.00738,0.995066322755799,80.0406,0.208927707723112,90.4211745680785,0.208927707723112,90.252760179573,0.185797285457051
0.0183333333333333,0.279459339463851,0.138629436111989,0.706022978008822,0.885197525716027,50000,15,1.01642,0.986444339219806,72.46264,0.235159714949815,81.8604186013576,0.235159714949815,81.8569617457846,0.212902899816396
0.0233333333333333,0.279459339463851,0.138629436111989,0.821397773817751,0.885197525716027,50000,15,1.0132,0.989183196929215,65.02214,0.261383805181609,73.4549500094956,0.261383805181609,73.3064181889919,0.23777134501571
0.0283333333333333,0.279459339463851,0.138629436111989,0.8997716425851,0.885197525716027,50000,15,1.01286,0.993991765129265,57.60684,0.282295530109364,65.0779496399998,0.282295530109364,64.90144666133,0.259099483006515
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027,50000,15,1.00272,0.995516883537936,50.03416,0.304660404954001,56.5231584436794,0.304660404954001,56.574943495793,0.277949587476473
0.0383333333333333,0.279459339463851,0.138629436111989,0.935787129716462,0.885197525716027,50000,15,0.98968,1.008644366055,42.46936,0.325150488648468,47.9772692153053,0.325150488648468,48.0020546438257,0.294442550307273
0.0433333333333333,0.279459339463851,0.138629436111989,0.888306325862866,0.885197525716027,50000,15,0.98536,1.00466038368203,34.98238,0.347188611117143,39.519292568857,0.347188611117143,39.4590348315155,0.312056868014235
0.0483333333333333,0.279459339463851,0.138629436111989,0.793661741576152,0.885197525716027,50000,15,0.97326,1.00967060505647,27.4836,0.370226823663399,31.0479855643166,0.370226823663399,31.09728529543,0.327619767771766
0.0533333333333333,0.279459339463851,0.138629436111989,0.649192084029368,0.885197525716027,50000,15,0.96914,1.01476204941079,20.01982,0.401804873597635,22.6162177575069,0.401804873597635,22.6191097673981,0.347532537314226
0.0583333333333333,0.279459339463851,0.138629436111989,0.452223927243221,0.885197525716027,50000,15,0.9578,1.02181263944845,12.51056,0.445218198972744,14.1330715874746,0.445218198972744,14.1731530370599,0.372948724855985
