mu,km,rm,kp,V_birth,prot_conc_demand,num_lineages,num_generations,mRNA_birth_avg,mRNA_birth_CV,prot_birth_avg,prot_birth_CV,prot_birth_conc_avg,prot_birth_conc_CV,size_birth_avg,size_birth_CV
0.00833333333333333,0.279459339463851,0.138629436111989,0.0167997978941392,0.279142040322879,14.1211420466736,50000,15,1.0153,0.996332299662826,3.99968,0.529998162782544,14.3451785666755,0.527365393979201,0.279217505259998,0.0881112496814957
0.0133333333333333,0.279459339463851,0.138629436111989,0.0551997749549825,0.351615682654384,22.5938272746777,50000,15,1.0073,1.00500098914333,8.06418,0.408829042567612,22.993079164361,0.403690268126821,0.351628914419994,0.101316808704336
0.0183333333333333,0.279459339463851,0.138629436111989,0.133993754834323,0.442905655291133,31.0665125026819,50000,15,1.00476,0.999531785725717,13.9415,0.354843913457119,31.6101921074137,0.349413336549274,0.44277772026,0.112989507430167
0.0233333333333333,0.279459339463851,0.138629436111989,0.278754721467382,0.557897241692959,39.539197730686,50000,15,1.0042,1.00436616765491,22.34132,0.33388155955533,40.2532170321774,0.32678177182214,0.557912908860002,0.124872521596428
0.0283333333333333,0.279459339463851,0.138629436111989,0.527971401106823,0.702744091366412,48.0118829586902,50000,15,1.00138,1.00087533901178,34.13846,0.328802326328515,48.9063087768384,0.32182892575491,0.702499457700006,0.134977227621982
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027,56.4845681866943,50000,15,1.00346,1.00314141642049,50.6459,0.332082670113088,57.6664248396697,0.323730725133592,0.884738011020006,0.144294162685553
0.0383333333333333,0.279459339463851,0.138629436111989,1.59477335524206,1.11502134156717,64.9572534146985,50000,15,0.98848,1.00794842827598,73.33428,0.339669059413552,66.2662939503598,0.329660282954183,1.11546828938,0.151446816768385
0.0433333333333333,0.279459339463851,0.138629436111989,2.61754432244608,1.40451431011917,73.4299386427026,50000,15,0.97998,1.01184107615569,104.8345,0.349375625463843,75.3280871481714,0.341136537404378,1.40463554078001,0.156954378626686
0.0483333333333333,0.279459339463851,0.138629436111989,4.18186225926799,1.76916833229125,81.9026238707068,50000,15,0.9632,1.02797354092131,146.2525,0.359315913024364,83.3549562604284,0.352664449350455,1.77229437690001,0.161683261561025
0.0533333333333333,0.279459339463851,0.138629436111989,6.53740154203629,2.2284974709276,90.3753090987109,50000,15,0.95978,1.02277845924907,203.53102,0.371073755485699,92.3646231929369,0.363731357470166,2.22784150646003,0.167277969351777
0.0583333333333333,0.279459339463851,0.138629436111989,10.0384467599928,2.80708222461736,98.8479943267151,50000,15,0.95154,1.02458235500831,280.62522,0.378270791127027,101.077918181413,0.372286919990616,2.80881832944,0.169564863417583
