mu,km,rm,kp,V_birth
0.00833333333333333,0.279459339463851,0.138629436111989,0.53787792299571,0.885197525716027
0.0133333333333333,0.279459339463851,0.138629436111989,0.77227430921,0.885197525716027
0.0183333333333333,0.279459339463851,0.138629436111989,0.907138173064704,0.885197525716027
0.0233333333333333,0.279459339463851,0.138629436111989,0.964409953427919,0.885197525716027
0.0283333333333333,0.279459339463851,0.138629436111989,0.968206315437643,0.885197525716027
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027
0.0383333333333333,0.279459339463851,0.138629436111989,0.890614843091537,0.885197525716027
0.0433333333333333,0.279459339463851,0.138629436111989,0.83341178763189,0.885197525716027
0.0483333333333333,0.279459339463851,0.138629436111989,0.773035644399441,0.885197525716027
0.0533333333333333,0.279459339463851,0.138629436111989,0.712931194814972,0.885197525716027
0.0583333333333333,0.279459339463851,0.138629436111989,0.655001742392786,0.885197525716027
