mu,km,rm,kp,V_birth
0.00833333333333333,0.160123710586042,0.138629436111989,0.938742978928143,0.885197525716027
0.0133333333333333,0.229902404791513,0.138629436111989,0.938742978928143,0.885197525716027
0.0183333333333333,0.270050738421035,0.138629436111989,0.938742978928143,0.885197525716027
0.0233333333333333,0.287100276227962,0.138629436111989,0.938742978928143,0.885197525716027
0.0283333333333333,0.288230435220804,0.138629436111989,0.938742978928143,0.885197525716027
0.0333333333333333,0.279459339463851,0.138629436111989,0.938742978928143,0.885197525716027
0.0383333333333333,0.265131821333296,0.138629436111989,0.938742978928143,0.885197525716027
0.0433333333333333,0.248102742604718,0.138629436111989,0.938742978928143,0.885197525716027
0.0483333333333333,0.230129050672151,0.138629436111989,0.938742978928143,0.885197525716027
0.0533333333333333,0.212236240651997,0.138629436111989,0.938742978928143,0.885197525716027
0.0583333333333333,0.194990916987482,0.138629436111989,0.938742978928143,0.885197525716027
